event_id,operator,operator_normalized,sub_brand,venue_id,institution,venue_name_as_written,event_type,event_date,date_precision,first_outsourcing,contract_value_usd,contract_length_years,losing_bidders,source_publication,source_date,source_title,source_file,extraction_confidence,needs_review,notes,extras
ev_385a03569145ac3a,Aramark,Aramark,,wd-Q603034,Drexel University,Drexel University,won,2016-12-11,exact,,,,,|Philadelphia Inquirer (1969-); Philadelphia |,2016-11-01,Aramark gets Drexel contract,articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.95,False,"Aramark selected as new dining-services provider effective Dec. 11, 2016. Replaces SodexoMagic.","{""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/november-1-2016-page-a10-c/docview/1971716394/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 84.4}"
ev_f72357eb884f8243,SodexoMagic,Sodexo,sodexomagic,wd-Q603034,Drexel University,Drexel University,lost,2016-12-11,exact,,,,,|Philadelphia Inquirer (1969-); Philadelphia |,2016-11-01,Aramark gets Drexel contract,articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.93,False,SodexoMagic LLC (joint venture of Magic Johnson Enterprises and Sodexo) was terminated by Drexel in September 2016. SodexoMagic filed federal lawsuit alleging Drexel misrepresented expected student body growth. Replaced by Aramark effective Dec. 11.,"{""termination_letter_date"": ""September 2016"", ""lawsuit_filed"": true, ""lawsuit_details"": ""SodexoMagic filed federal lawsuit alleging Drexel misrepresented expected growth in student body during contract negotiations"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/november-1-2016-page-a10-c/docview/1971716394/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 84.4}"
ev_8d6f334a3ff5a29b,Sodexo,Sodexo,,,,ICA,won,,approx,,,,,|London Evening Standard (2011-2018); London (UK) |,2016-10-19,"October 19, 2016, Page 25",articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.55,True,"Article says Sodexo is buying the catering arm of Peyton and Byrne that supplies venues including the ICA, National Gallery, and Imperial War Museum. These are UK venues (London landmarks), not US stadiums/arenas/convention centers. The acquisition of a catering company's operations at these venues could constitute a 'won' but these are non-US venues and outside scope. Also, this is an acquisition of a business arm rather than a traditional contract award. Needs review for scope.","{""context"": ""Sodexo acquiring catering arm of Peyton and Byrne which is in administration"", ""incumbent"": ""Peyton and Byrne"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/october-19-2016-page-25/docview/2744972732/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 93.6}"
ev_38f6d7840d94cbee,Aramark,Aramark,,,Temple University,Temple,won,2017-07-01,exact,,,15,,|Philadelphia Inquirer (1969-); Philadelphia |,2016-10-12,Page scan (offset 208970),articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.92,True,"No matching venue_id in candidate list. Article says Temple University selected Aramark for a 15-year dining services contract starting July 1. This is a university dining contract, not a stadium/arena concessions contract per se. Venue is Temple University campus dining, not a specific arena.","{""citation"": {""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 85.1}"
ev_766ed3b5fdf35201,Sodexo Inc.,Sodexo,,,Temple University,Temple,lost,2017-07-01,exact,,,,,|Philadelphia Inquirer (1969-); Philadelphia |,2016-10-12,Page scan (offset 208970),articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.88,True,No matching venue_id in candidate list. Article states Sodexo Inc. had been on the North Philadelphia campus for 28 years and lost the contract to Aramark. Date inferred as July 1 based on the new contract start date.,"{""incumbent_tenure_years"": 28, ""citation"": {""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 85.1}"
ev_f5bcd4d07bfd25e2,SodexoMAGIC,Sodexo,SodexoMAGIC,wd-Q603034,Drexel University,Drexel University,won,2015-05-21,exact,,,10,,|Philadelphia Inquirer (1969-); Philadelphia |,2016-10-11,October 11 2016 page a9 c,articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.9,False,"Contract signed May 21, 2015. SodexoMAGIC invested $9.3M initially; contract called for $24M in facilities investment, $35.5M in commissions to Drexel, and $2.2M in community payments. Both sides have terminated the contract but SodexoMAGIC will stay until end of term Dec. 10 (2016).","{""initial_investment_usd"": 9300000, ""facilities_investment_usd"": 24000000, ""commissions_to_venue_usd"": 35500000, ""community_payments_usd"": 2200000, ""joint_venture_partners"": ""Sodexo Inc. (49%) and Magic Johnson Enterprises (51%)"", ""lawsuit_filed"": ""2016-09-27"", ""layoff_notice_employees"": 266, ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/october-11-2016-page-a9-c/docview/1971797266/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 93.4}"
ev_cc8ebaa2e87c3f73,SodexoMAGIC,Sodexo,SodexoMAGIC,wd-Q603034,Drexel University,Drexel University,expired,2016-12-10,exact,,,,,|Philadelphia Inquirer (1969-); Philadelphia |,2016-10-11,October 11 2016 page a9 c,articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,True,"Both sides terminated the 10-year contract early. SodexoMAGIC will stay until Dec. 10 (year not explicitly stated but context implies 2016, i.e., end of the fall academic term). No successor named. Article says 'Both sides have terminated their contract' — mutual termination rather than natural expiration.","{""early_termination"": true, ""mutual_termination"": true, ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/october-11-2016-page-a9-c/docview/1971797266/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 93.4}"
ev_b5d80f3dba8630c0,Sodexo,Sodexo,,,NCH,NCH,won,2012-01-01,year,,,,,"|The Naples Daily News (1970-); Naples, Florida |",2016-08-27,August 27 2016 page 34 92,articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,True,"NCH is a hospital system in Naples, FL, not a stadium/arena/convention center. Article says NCH signed a contract with Sodexo in 2012 for food service and housekeeping. No matching venue in candidate list. This is a hospital food service contract, not a stadium/arena/convention center concessions contract — may not be in scope.","{""scope"": ""food service and housekeeping"", ""facility_type"": ""hospital"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/august-27-2016-page-34-92/docview/3026433978/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 91.8}"
ev_0cb9308519ad8486,Sodexo,Sodexo,,,NCH Healthcare System,NCH Healthcare System,won,2012-01-01,year,,,,,"|Fort Myers News-Press (1931-); Fort Myers, Florida |",2016-08-27,Page scan (offset 312874),articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.75,True,"Article mentions NCH signed a contract with Sodexo in 2012 for food service and housekeeping departments, involving 224 employees. NCH Healthcare System is a hospital system in Collier County, FL — not a stadium, arena, or convention center. No candidate venue matches. This is a healthcare facility, not a sports/entertainment venue, so it may be out of scope for the venue spine.","{""scope"": ""food service and housekeeping"", ""employees_outsourced"": 224, ""facility_type"": ""hospital system"", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.co"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 93.8}"
ev_ffaf904ae6c2214e,Sodexo,Sodexo,,,Saint Leo University,Saint Leo University,lost,2016-09-29,exact,,,,,"|Tampa Bay Times (2012-); Tampa Bay, Florida |",2016-08-17,August 17 2016 page ss2 5b,articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.65,True,"Article says Saint Leo University decided to 'go in a new direction with facilities management program' and Sodexo notified employees of layoffs effective Sept. 29. However, the university says contract negotiations with Sodexo are 'ongoing' and if no new agreement is reached, the university would hire those same people. The event_type is uncertain — it could be a lost (if another vendor is chosen) or self_op (if the university hires the workers directly). Article also notes Sodexo 'was previously the food service provider at Saint Leo' suggesting the current contract is for facilities management, not food service. No matching venue_id in candidates. Needs review for venue match and to clarify whether this is a food-service contract event or a facilities management contract.","{""service_type"": ""facilities management (grounds maintenance)"", ""employees_affected"": 201, ""note"": ""Article describes Sodexo as facilities management contractor, not food service. It separately notes Sodexo 'was previously the food service provider' suggesting the food service contract had already ended earlier."", ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/august-17-2016-page-ss2-5b/docview/2249927059/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 77.1}"
ev_f793ed438714f93a,Sodexo,Sodexo,,,St. Cloud State,St. Cloud State University's Garvey Commons,expired,2016-07-01,exact,,,,,|Star Tribune (1987-); Minneapolis |,2016-08-07,"August 7, 2016, Page B5",articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,True,No candidate venue matches St. Cloud State University. Article says the 'vendor contract with Sodexo... was not renewed effective July 1.' Sodexo was replaced by Chartwells.,"{""donations_to_yes_network"": 20000, ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/august-7-2016-page-b5/docview/1987022259/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 93.7}"
ev_d02bc1ca0e176742,Chartwells,Compass,Chartwells,,St. Cloud State,St. Cloud State University's Garvey Commons,won,2016-07-01,exact,,,,,|Star Tribune (1987-); Minneapolis |,2016-08-07,"August 7, 2016, Page B5",articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,True,"No candidate venue matches St. Cloud State University. Article says Chartwells is 'the new St. Cloud State vendor' replacing Sodexo effective July 1, 2016.","{""donations_to_yes_network"": 10000, ""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/august-7-2016-page-b5/docview/1987022259/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 93.7}"
ev_5930aa3e2caa1e8e,Sodexo,Sodexo,,,St. Cloud State University,St. Cloud State University,lost,2016-07-01,exact,,,,,"|St. Cloud Times (1988-); St Cloud, Minnesota |",2016-07-31,"July 31, 2016, Page 4A",articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,True,"Article says 'St. Cloud State vendor contract with Sodexo...was not renewed effective July 1.' No matching venue in candidate list. The venue is St. Cloud State University, not University of Minnesota.","{""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/july-31-2016-page-4a/docview/2884853000/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 71.9}"
ev_a4e419c71e0ebe9b,Chartwells,Compass,Chartwells,,St. Cloud State University,St. Cloud State University,won,2016-07-01,exact,,,,,"|St. Cloud Times (1988-); St Cloud, Minnesota |",2016-07-31,"July 31, 2016, Page 4A",articles/raw/usb-sept-2026/Sodexho/ProQuestDocuments-2026-07-29.rtf,0.85,True,"Article says 'the new St. Cloud State vendor, Chartwells' replaced Sodexo effective July 1. No matching venue in candidate list. Sub-brand Chartwells is a division of Compass.","{""citation"": {""url"": ""http://ezproxy.nypl.org/login?url=https://www.proquest.com/newspapers/july-31-2016-page-4a/docview/2884853000/se-2?accountid=35635"", ""accessed"": ""2026-09-20""}, ""source_label"": ""usb-sept-2026-scan-ocr"", ""text_source"": ""ocr"", ""ocr_mean_conf"": 71.9}"
